Country,Source,Year,Stillbirths,Singletons,Twin_deliveries,Twin_children,Triplet_deliveries,Triplet_children,Quadruplet_plus_deliveries,Quadruplet_plus_children,Multiple_deliveries,Multiple_children,Total_deliveries,Total_children,Twinning_rate,Multiple_rate,Footnotes,Flag
United States,VSUS,1985,0,3681534,NA,77102,NA,1925,NA,NA,NA,NA,NA,3760561,NA,NA,6; 7,
United States,VSUS,1985,1,3708946,NA,79260,NA,2016,NA,NA,NA,NA,NA,3790222,NA,NA,2; 6; 7,
United States,VSUS,1986,0,3675248,NA,79485,NA,1814,NA,NA,NA,NA,NA,3756547,NA,NA,6; 7,
United States,VSUS,1986,1,3702064,NA,81580,NA,1875,NA,NA,NA,NA,NA,3785519,NA,NA,2; 6; 7,
United States,VSUS,1987,0,3725477,NA,81778,NA,2139,NA,NA,NA,NA,NA,3809394,NA,NA,6; 7,
United States,VSUS,1987,1,3752612,NA,83899,NA,2232,NA,NA,NA,NA,NA,3838743,NA,NA,2; 6; 7,
United States,VSUS,1988,0,3821810,NA,85315,NA,2385,NA,NA,NA,NA,NA,3909510,NA,NA,6; 7,
United States,VSUS,1988,1,3848955,NA,87524,NA,2473,NA,NA,NA,NA,NA,3938952,NA,NA,2; 6; 7,
United States,VSUS,1989,0,3948042,NA,90118,NA,2529,NA,269,NA,NA,NA,4040958,NA,NA,7,
United States,VSUS,1989,1,3904534,NA,90680,NA,2848,NA,NA,NA,NA,NA,3998062,NA,NA,2; 6; 7,
United States,VSUS,1990,0,4061319,NA,93865,NA,2830,NA,198,NA,NA,NA,4158212,NA,NA,7,
United States,VSUS,1990,1,4019208,NA,94489,NA,3103,NA,NA,NA,NA,NA,4116800,NA,NA,2; 6; 7,
United States,VSUS,1991,0,4012782,NA,94779,NA,3121,NA,225,NA,NA,NA,4110907,NA,NA,7,
United States,VSUS,1991,1,3969594,NA,95289,NA,3419,NA,NA,NA,NA,NA,4068302,NA,NA,2; 6; 7,
United States,VSUS,1992,0,3965759,NA,95372,NA,3547,NA,336,NA,NA,NA,4065014,NA,NA,7,
United States,VSUS,1992,1,3924225,NA,95847,NA,3943,NA,NA,NA,NA,NA,4024015,NA,NA,2; 6; 7,
United States,VSUS,1993,0,3899627,NA,96445,NA,3834,NA,334,NA,NA,NA,4000240,NA,NA,7,
United States,VSUS,1993,1,3858058,NA,96739,NA,4249,NA,NA,NA,NA,NA,3959046,NA,NA,2; 6; 7,
United States,VSUS,1994,0,3851109,NA,97064,NA,4233,NA,361,NA,NA,NA,3952767,NA,NA,7,
United States,VSUS,1995,0,3797880,NA,96736,NA,4551,NA,422,NA,NA,NA,3899589,NA,NA,7,
United States,VSUS,1996,0,3784805,NA,100750,NA,5298,NA,641,NA,NA,NA,3891494,NA,NA,7,
United States,VSUS,1997,0,3770020,NA,104137,NA,6148,NA,589,NA,NA,NA,3880894,NA,NA,7,
United States,VSUS,1998,0,3823258,NA,110670,NA,6919,NA,706,NA,NA,NA,3941553,NA,NA,7,
United States,VSUS,1999,0,3837789,NA,114307,NA,6742,NA,579,NA,NA,NA,3959417,NA,NA,7,
United States,VSUS,2000,0,3932573,NA,118916,NA,6742,NA,583,NA,NA,NA,4058814,NA,NA,7,
United States,VSUS,2001,0,3897216,NA,121246,NA,6885,NA,586,NA,NA,NA,4025933,NA,NA,7,
United States,VSUS,2002,0,3889191,NA,125134,NA,6898,NA,503,NA,NA,NA,4021726,NA,NA,7,
United States,VSUS,2003,0,3953622,NA,128665,NA,7110,NA,553,NA,NA,NA,4089950,NA,NA,7,
United States,VSUS,2003,1,3977258,NA,130856,NA,7840,NA,NA,NA,NA,NA,4115954,NA,NA,2; 6; 7; 8,
United States,NVSR,2004,0,3972558,NA,132219,NA,6750,NA,525,NA,NA,NA,4112052,NA,NA,7,
United States,NVSR,2004,1,3996261,NA,134293,NA,7499,NA,NA,NA,NA,NA,4138053,NA,NA,2; 6; 7; 8,
United States,NVSR,2005,0,3998533,NA,133122,NA,6208,NA,486,NA,NA,NA,4138349,NA,NA,7,
United States,NVSR,2005,1,4022065,NA,135297,NA,6881,NA,NA,NA,NA,NA,4164243,NA,NA,2; 6; 7,
United States,NVSR,2006,0,4121930,NA,137085,NA,6118,NA,422,NA,NA,NA,4265555,NA,NA,7,
United States,NVSR,2006,1,4145529,NA,139276,NA,6722,NA,NA,NA,NA,NA,4291527,NA,NA,2; 6; 7,
United States,NVSR,2007,0,4170845,NA,138961,NA,5967,NA,460,NA,NA,NA,4316233,NA,NA,7,
United States,NVSR,2008,0,4102766,NA,138660,NA,5877,NA,391,NA,NA,NA,4247694,NA,NA,7,
United States,NVSR,2009,0,3987108,NA,137217,NA,5905,NA,435,NA,NA,NA,4130665,NA,NA,7,
United States,NVSR,2010,0,3861321,NA,132562,NA,5153,NA,350,NA,NA,NA,3999386,NA,NA,7,
United States,NVSR,2011,0,3816904,NA,131269,NA,5137,NA,280,NA,NA,NA,3953590,NA,NA,7,
United States,NVSR,2012,0,3816898,NA,131024,NA,4598,NA,321,NA,NA,NA,3952841,NA,NA,7,
United States,NVSR,2013,0,3795157,NA,132324,NA,4364,NA,336,NA,NA,NA,3932181,NA,NA,7,
United States,NVSR,2013,1,3816716,NA,134212,NA,4848,NA,NA,NA,NA,NA,3955776,NA,NA,2; 6; 7,
United States,NVSR,2014,0,3848214,NA,135336,NA,4233,NA,293,NA,NA,NA,3988076,NA,NA,7,
United States,NVSR,2015,0,3841219,NA,133155,NA,3871,NA,252,NA,NA,NA,3978497,NA,NA,7,
United States,NVSR,2016,0,3810149,NA,131723,NA,3755,NA,248,NA,NA,NA,3945875,NA,NA,7,
United States,NVSR,2017,0,3723273,NA,128310,NA,3675,NA,242,NA,NA,NA,3855500,NA,NA,7,
United States,NVSR,2018,0,3664651,NA,123536,NA,3400,NA,125,NA,NA,NA,3791712,NA,NA,7,
United States,NVSR,2019,0,3623963,NA,120291,NA,3136,NA,150,NA,NA,NA,3747540,NA,NA,7,
United States,NVSR,2019,1,3643900,NA,121746,NA,3372,NA,NA,NA,NA,NA,3769018,NA,NA,2; 6; 7,
United States,NVSR,2020,0,3498335,NA,112437,NA,2738,NA,137,NA,NA,NA,3613647,NA,NA,7,
United States,NVSR,2020,1,3517724,NA,113817,NA,2960,NA,NA,NA,NA,NA,3634501,NA,NA,2; 6; 7,
United States,NVSR,2021,0,3547198,NA,114161,NA,NA,NA,NA,NA,NA,NA,3664292,NA,NA,9,
Japan,Bunle,1923,99,NA,NA,NA,43,NA,NA,NA,6518,13079,2170556,NA,NA,NA,,1
Japan,Bunle,1924,99,NA,NA,NA,54,NA,NA,NA,6390,12834,2117861,NA,NA,NA,,1
Japan,Bunle,1925,99,NA,NA,NA,38,NA,NA,NA,6659,13356,2203759,NA,NA,NA,,1
Japan,Bunle,1926,99,NA,NA,NA,50,NA,NA,NA,7335,14720,2221008,NA,NA,NA,,1
Japan,Bunle,1927,99,NA,NA,NA,46,NA,NA,NA,6816,13678,2170751,NA,NA,NA,,1
Japan,Bunle,1928,99,NA,NA,NA,43,NA,NA,NA,7432,14907,2248525,NA,NA,NA,,1
Japan,Bunle,1929,99,NA,NA,NA,44,NA,NA,NA,7437,14918,2186503,NA,NA,NA,,1
Japan,Bunle,1930,99,NA,NA,NA,63,NA,NA,NA,7846,15755,2194910,NA,NA,NA,,1
Japan,Bunle,1931,99,NA,NA,NA,57,NA,NA,NA,7971,15999,2211253,NA,NA,NA,,1
Japan,Bunle,1932,99,NA,NA,NA,63,NA,NA,NA,8452,16967,2293786,NA,NA,NA,,1
Japan,Bunle,1933,99,NA,NA,NA,50,NA,NA,NA,7707,15464,2227618,NA,NA,NA,,1
Japan,Bunle,1934,99,NA,NA,NA,55,NA,2,NA,7934,15927,2148776,NA,NA,NA,,1
Japan,Bunle,1935,99,NA,NA,NA,67,NA,NA,NA,8996,18059,2297167,NA,NA,NA,,1
Japan,Bunle,1936,99,NA,NA,NA,47,NA,NA,NA,7745,15537,2205186,NA,NA,NA,,1
Japan,NA,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,Imaizumi,1951,1,NA,15143,30286,136,408,NA,0,NA,NA,2339505,2354920,6.43,NA,,1
Japan,Imaizumi,1952,1,NA,14007,28014,125,375,NA,8,NA,NA,2194723,2208986,6.34,NA,,1
Japan,Imaizumi,1953,1,NA,13053,26106,91,273,NA,0,NA,NA,2048079,2061314,6.33,NA,,1
Japan,Imaizumi,1954,1,NA,12655,25310,103,309,NA,8,NA,NA,1943832,1956699,6.47,NA,,1
Japan,Imaizumi,1955,1,NA,12042,24084,130,390,NA,20,NA,NA,1911640,1913957,6.29,NA,,1
Japan,Imaizumi,1956,1,NA,11725,23450,102,306,NA,12,NA,NA,1832347,1844285,6.36,NA,,1
Japan,Imaizumi,1957,1,NA,11407,22814,96,288,NA,12,NA,NA,1731458,1743066,6.54,NA,,1
Japan,Imaizumi,1958,1,NA,11817,23634,109,327,NA,8,NA,NA,1826576,1838617,6.43,NA,,1
Japan,Imaizumi,1959,1,NA,11579,23158,95,285,NA,0,NA,NA,1796212,1807981,6.4,NA,,1
Japan,Imaizumi,1960,1,NA,11159,22318,88,264,NA,4,NA,NA,1773984,1785322,6.25,NA,,1
Japan,Imaizumi,1961,1,NA,11394,22788,103,309,NA,8,NA,NA,1757661,1769267,6.44,NA,,1
Japan,Imaizumi,1962,1,NA,11454,22908,101,303,NA,4,NA,NA,1784320,1795979,6.38,NA,,1
Japan,Imaizumi,1963,1,NA,11638,23276,105,315,NA,0,NA,NA,1823097,1834945,6.34,NA,,1
Japan,Imaizumi,1964,1,NA,12168,24336,93,279,NA,20,NA,NA,1872438,1884807,6.46,NA,,1
Japan,Imaizumi,1965,1,NA,12266,24532,107,321,NA,4,NA,NA,1972831,1985314,6.18,NA,,1
Japan,Imaizumi,1966,1,NA,9848,19696,91,273,NA,8,NA,NA,1499186,1509222,6.53,NA,,1
Japan,Imaizumi,1967,1,NA,13212,26424,110,330,NA,8,NA,NA,2071597,2085036,6.34,NA,,1
Japan,Imaizumi,1968,1,NA,12347,24694,117,351,NA,4,NA,NA,2002514,2015098,6.13,NA,,1
Japan,NA,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,NA,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
Japan,Imaizumi,1974,1,NA,12392,24784,124,372,NA,28,NA,NA,2126948,2139727,5.79,NA,,1
Japan,Imaizumi,1975,1,NA,NA,23610,NA,396,15,62,NA,NA,NA,2003302,5.89,NA,,0
Japan,Imaizumi,1976,1,NA,NA,22537,NA,388,8.75,39,NA,NA,NA,1934547,5.82,NA,,0
Japan,Imaizumi,1977,1,NA,NA,22953,NA,392,4.25,20,NA,NA,NA,1850347,6.2,NA,,0
Japan,Imaizumi,1978,1,NA,NA,22188,NA,386,7.5,30,NA,NA,NA,1796106,6.18,NA,,0
Japan,Imaizumi,1979,1,NA,NA,22007,NA,386,10,43,NA,NA,NA,1724891,6.38,NA,,0
Japan,Imaizumi,1980,1,NA,NA,21165,NA,378,6,26,NA,NA,NA,1654335,6.4,NA,,0
Japan,Imaizumi,1981,1,NA,NA,20852,NA,463,7,30,NA,NA,NA,1608677,6.48,NA,,0
Japan,Imaizumi,1982,1,NA,NA,20796,NA,496,9.75,41,NA,NA,NA,1593499,6.53,NA,,0
Japan,Imaizumi,1983,1,NA,NA,20597,NA,430,5,21,NA,NA,NA,1580628,6.52,NA,,0
Japan,Imaizumi,1984,1,NA,NA,20421,NA,408,4,16,NA,NA,NA,1562141,6.54,NA,,0
Japan,Imaizumi,1985,1,NA,NA,19611,NA,394,12,48,NA,NA,NA,1500586,6.53,NA,,0
Japan,Imaizumi,1986,1,NA,NA,18798,NA,393,13,53,NA,NA,NA,1448624,6.49,NA,,0
Japan,Imaizumi,1987,1,NA,NA,18636,NA,462,17,71,NA,NA,NA,1410492,6.61,NA,,0
Japan,Imaizumi,1988,1,NA,NA,18472,NA,451,13,54,NA,NA,NA,1373642,6.72,NA,,0
Japan,Imaizumi,1989,1,NA,NA,18147,NA,474,20,86,NA,NA,NA,1302006,6.97,NA,,0
Japan,Imaizumi,1990,1,NA,NA,17865,NA,643,21,89,NA,NA,NA,1275477,7,NA,,0
Japan,Imaizumi,1991,1,NA,NA,18284,NA,674,24,100,NA,NA,NA,1273755,7.18,NA,,0
Japan,Imaizumi,1992,1,NA,NA,18856,NA,863,28.75,119,NA,NA,NA,1257885,7.5,NA,,0
Japan,Imaizumi,1993,1,NA,NA,19288,NA,858,NA,NA,NA,NA,NA,NA,7.82,NA,,0
Japan,Imaizumi,1994,1,NA,NA,21324,NA,1057,NA,NA,NA,NA,NA,NA,8.32,NA,,0
Japan,Imaizumi,1995,1,1204082,10529,21058,337,1006,34,142,10900,NA,1215174,1226467,8.58,NA,,0
Japan,Imaizumi,1996,1,NA,NA,22188,NA,960,NA,NA,NA,NA,NA,1246091,8.9,NA,,0
Japan,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231211,NA,NA,,0
Japan,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242135,NA,NA,,0
Japan,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216121,NA,NA,,0
Japan,StatisticsJapan,2000,1,1203627,12107,NA,328,NA,8,32,12443,NA,1216168,1228940,NA,NA,,1
Japan,StatisticsJapan,2001,1,1183323,11919,NA,293,NA,6,24,12218,NA,1195616,1208129,NA,NA,,1
Japan,StatisticsJapan,2002,1,1164518,12633,NA,319,NA,5,20,12957,NA,1177562,1190833,NA,NA,,1
Japan,StatisticsJapan,2003,1,1132508,12743,NA,286,NA,16,67,13045,NA,1145592,1158940,NA,NA,,1
Japan,StatisticsJapan,2004,1,1118308,12900,NA,307,NA,8,34,13215,NA,1131567,1145086,NA,NA,,1
Japan,StatisticsJapan,2005,1,1068633,12455,NA,246,NA,6,25,12707,NA,1081393,1094348,NA,NA,,1
Japan,StatisticsJapan,2006,1,1097536,12631,NA,246,NA,6,28,12883,NA,1110448,1123585,NA,NA,,1
Japan,StatisticsJapan,2007,1,1093632,12394,NA,219,NA,6,25,12619,NA,1106288,1119131,NA,NA,,1
Japan,StatisticsJapan,2008,1,1095749,11496,NA,181,NA,7,29,11684,NA,1107467,1119333,NA,NA,,1
Japan,StatisticsJapan,2009,1,1074920,10803,NA,157,NA,6,27,10966,NA,1085913,1097041,NA,NA,,1
Japan,StatisticsJapan,2010,1,1076563,10394,NA,162,NA,2,8,10558,NA,1087149,1097865,NA,NA,,1
Japan,StatisticsJapan,2011,1,1055833,10124,NA,151,NA,4,17,10279,NA,1066130,1076558,NA,NA,,1
Japan,StatisticsJapan,2012,1,1040832,10333,NA,168,NA,4,16,10505,NA,1051360,1062032,NA,NA,,1
Japan,StatisticsJapan,2013,1,1032764,10328,NA,158,NA,3,12,10489,NA,1043277,1053919,NA,NA,,1
Japan,StatisticsJapan,2014,1,1006528,10074,NA,141,NA,2,8,10217,NA,1016780,1027135,NA,NA,,1
Japan,StatisticsJapan,2015,1,1007792,10067,NA,122,NA,6,25,10195,NA,1018022,1028342,NA,NA,,1
Japan,StatisticsJapan,2016,1,977780,10000,NA,129,NA,2,8,10131,NA,987923,998183,NA,NA,,1
Japan,StatisticsJapan,2017,1,946532,9769,NA,142,NA,3,12,9914,NA,956456,966510,NA,NA,,1
Japan,StatisticsJapan,2018,1,918387,9620,NA,122,NA,3,12,9745,NA,928151,938014,NA,NA,,1
Japan,StatisticsJapan,2019,1,866378,8937,NA,143,NA,3,12,9083,NA,875470,884693,NA,NA,,1
New Zealand,Stats NZ,1888,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3092783505155,NA,1,
New Zealand,Stats NZ,1889,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,NA,1,
New Zealand,Stats NZ,1890,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5263157894737,NA,1,
New Zealand,Stats NZ,1891,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9009900990099,NA,1,
New Zealand,Stats NZ,1892,0,NA,172,344,1,NA,NA,NA,NA,NA,17702,17876,9.80392156862745,NA,1,
New Zealand,Stats NZ,1893,0,NA,188,376,1,NA,NA,NA,NA,NA,17997,18187,10.5263157894737,NA,1,
New Zealand,Stats NZ,1894,0,NA,176,352,2,NA,NA,NA,NA,NA,18348,18528,9.70873786407767,NA,1,
New Zealand,Stats NZ,1895,0,NA,198,396,NA,NA,NA,NA,NA,NA,18348,18546,10.752688172043,NA,1,
New Zealand,Stats NZ,1896,0,NA,182,364,NA,NA,NA,NA,NA,NA,18430,18612,9.9009900990099,NA,1,
New Zealand,Stats NZ,1897,0,NA,180,360,1,NA,NA,NA,NA,NA,18555,18737,9.9009900990099,NA,1,
New Zealand,Stats NZ,1898,0,NA,194,388,2,NA,NA,NA,NA,NA,18757,18955,10.3092783505155,NA,1,
New Zealand,Stats NZ,1899,0,NA,176,352,1,NA,NA,NA,NA,NA,18657,18835,9.43396226415094,NA,1,
New Zealand,Stats NZ,1900,0,NA,190,380,2,NA,NA,NA,NA,NA,19352,19546,9.80392156862745,NA,1,
New Zealand,Stats NZ,1901,0,NA,190,380,3,NA,NA,NA,NA,NA,20295,20491,9.34579439252337,NA,1,
New Zealand,Stats NZ,1902,0,NA,220,440,2,NA,NA,NA,NA,NA,20431,20655,10.752688172043,NA,1,
New Zealand,Stats NZ,1903,0,NA,222,444,1,NA,NA,NA,NA,NA,21605,21829,10.3092783505155,NA,1,
New Zealand,Stats NZ,1904,0,NA,241,482,1,NA,NA,NA,242,NA,22523,22766,10.752688172043,NA,1,
New Zealand,Stats NZ,1905,0,NA,242,484,3,NA,NA,NA,245,NA,23434,23682,10.3092783505155,NA,1,
New Zealand,Stats NZ,1906,0,NA,211,422,4,NA,NA,NA,215,NA,24033,24252,8.7719298245614,NA,1,
New Zealand,Stats NZ,1907,0,NA,244,488,NA,NA,NA,NA,244,NA,24850,25094,9.80392156862745,NA,1,
New Zealand,Stats NZ,1908,0,NA,284,568,2,NA,NA,NA,286,NA,25652,25940,11.1111111111111,NA,1,
New Zealand,Stats NZ,1909,0,NA,265,530,1,NA,NA,NA,266,NA,26257,26524,10.1010101010101,NA,1,
New Zealand,Stats NZ,1910,0,NA,288,576,2,NA,NA,NA,290,NA,25692,25981,11.2359550561798,NA,1; 2,
New Zealand,Stats NZ,1911,0,NA,300,600,2,NA,NA,NA,302,NA,26050,26354,11.6279069767442,NA,1,
New Zealand,Stats NZ,1912,0,NA,329,658,3,NA,NA,NA,NA,NA,27173,27508,12.1951219512195,NA,1,
New Zealand,Stats NZ,1913,0,NA,314,628,1,NA,NA,NA,NA,NA,27619,27935,11.4942528735632,NA,1,
New Zealand,Stats NZ,1914,0,NA,350,700,6,NA,NA,NA,NA,NA,27976,28338,12.6582278481013,NA,1,
New Zealand,Stats NZ,1915,0,NA,302,604,1,NA,NA,NA,NA,NA,27546,27850,10.989010989011,NA,1,
New Zealand,Stats NZ,1916,0,NA,323,646,1,NA,NA,NA,NA,NA,28184,28509,11.4942528735632,NA,1,
New Zealand,Stats NZ,1917,0,NA,312,624,NA,NA,NA,NA,NA,NA,27927,28239,11.2359550561798,NA,1,
New Zealand,Stats NZ,1918,0,NA,294,588,3,NA,NA,NA,NA,NA,25560,25860,NA,11.6279069767442,1,
New Zealand,Stats NZ,1919,0,NA,270,540,2,NA,1,4,NA,NA,24206,24483,NA,11.2359550561798,1,
New Zealand,Stats NZ,1920,0,NA,365,730,2,NA,NA,NA,NA,NA,29552,29921,NA,12.3456790123457,1,
New Zealand,Stats NZ,1921,0,NA,347,694,5,NA,NA,NA,NA,NA,28210,28567,NA,12.5,1,
New Zealand,Stats NZ,1922,0,NA,328,656,0,NA,NA,NA,NA,NA,28678,29006,11.4942528735632,11.4942528735632,1,
New Zealand,Stats NZ,1923,0,NA,289,578,3,NA,NA,NA,NA,NA,27672,27967,NA,10.5263157894737,1,
New Zealand,Stats NZ,1924,0,NA,296,592,3,NA,NA,NA,NA,NA,27712,28014,NA,10.752688172043,1,
New Zealand,Stats NZ,1925,0,NA,301,602,2,NA,NA,NA,NA,NA,27848,28153,NA,10.8695652173913,1,
New Zealand,Stats NZ,1926,0,NA,358,716,2,NA,NA,NA,NA,NA,28111,28473,NA,12.8205128205128,1,
New Zealand,Stats NZ,1927,0,NA,331,662,1,NA,NA,NA,NA,NA,27548,27881,NA,12.0481927710843,1,
New Zealand,Stats NZ,1928,0,NA,273,546,4,NA,NA,NA,NA,NA,26919,27200,NA,10.3092783505155,1,
New Zealand,Stats NZ,1928,1,NA,300,NA,4,NA,NA,NA,304,NA,27731,28039,NA,10.989010989011,1,
New Zealand,Stats NZ,1929,0,NA,275,550,1,NA,NA,NA,NA,NA,26470,26747,NA,10.4166666666667,1,
New Zealand,Stats NZ,1929,1,NA,321,NA,1,NA,NA,NA,322,NA,27294,27617,NA,11.7647058823529,1,
New Zealand,Stats NZ,1930,0,NA,304,610,2,NA,NA,NA,NA,NA,26488,26797,NA,11.6279069767442,1; 2,
New Zealand,Stats NZ,1930,1,NA,340,NA,3,NA,NA,NA,343,NA,27316,27662,NA,12.5,1,
New Zealand,Stats NZ,1931,0,NA,288,570,1,NA,NA,NA,NA,NA,26332,26622,NA,10.989010989011,1,
New Zealand,Stats NZ,1931,1,NA,331,NA,1,NA,NA,NA,332,NA,27098,27431,NA,12.1951219512195,1,
New Zealand,Stats NZ,1932,0,NA,260,520,3,NA,NA,NA,NA,NA,24618,24884,NA,10.6382978723404,1,
New Zealand,Stats NZ,1932,1,NA,291,NA,3,NA,NA,NA,294,NA,25333,25630,NA,11.6279069767442,1,
New Zealand,Stats NZ,1933,0,NA,250,502,2,NA,NA,NA,NA,NA,24079,24334,NA,10.5263157894737,1; 2,
New Zealand,Stats NZ,1933,1,NA,290,NA,3,NA,NA,NA,293,NA,24760,25056,NA,11.7647058823529,1,
New Zealand,Stats NZ,1934,0,NA,258,516,2,NA,NA,NA,NA,NA,24060,24322,NA,10.752688172043,1,
New Zealand,Stats NZ,1934,1,NA,293,NA,2,NA,NA,NA,295,NA,24712,25009,NA,11.9047619047619,1,
New Zealand,Stats NZ,1935,0,NA,275,550,1,NA,1,4,NA,NA,23685,23965,NA,11.6279069767442,1,
New Zealand,Stats NZ,1935,1,NA,303,NA,1,NA,1,4,305,NA,24395,24703,NA,12.5,1,
New Zealand,Stats NZ,1936,0,NA,225,450,2,NA,NA,NA,NA,NA,24608,24837,NA,9.25925925925926,1,
New Zealand,Stats NZ,1936,1,NA,267,NA,2,NA,NA,NA,269,NA,25298,25569,NA,10.6382978723404,1,
New Zealand,Stats NZ,1937,0,NA,276,554,1,NA,NA,NA,NA,NA,25735,26014,NA,10.752688172043,1; 2,
New Zealand,Stats NZ,1937,1,NA,309,NA,2,NA,NA,NA,311,NA,26462,26775,NA,11.7647058823529,1,
New Zealand,Stats NZ,1938,0,NA,296,592,2,NA,NA,NA,NA,NA,26949,27249,NA,11.1111111111111,1,
New Zealand,Stats NZ,1938,1,NA,326,NA,2,NA,NA,NA,328,NA,27662,27992,NA,11.9047619047619,1,
New Zealand,Stats NZ,1939,0,NA,299,598,3,NA,NA,NA,NA,NA,28528,28833,NA,10.6382978723404,1,
New Zealand,Stats NZ,1939,1,NA,330,NA,3,NA,NA,NA,333,NA,29397,29733,NA,11.3636363636364,1,
New Zealand,Stats NZ,1940,0,NA,344,688,1,NA,NA,NA,NA,NA,32425,32771,NA,10.6382978723404,1,
New Zealand,Stats NZ,1940,1,NA,399,NA,2,NA,NA,NA,401,NA,33333,33736,NA,12.0481927710843,1,
New Zealand,Stats NZ,1941,0,NA,398,794,3,NA,NA,NA,NA,NA,34697,35100,NA,11.4942528735632,1; 2,
New Zealand,Stats NZ,1941,1,NA,463,NA,3,NA,NA,NA,466,NA,35540,36071,NA,12.987012987013,1; 2,
New Zealand,Stats NZ,1942,0,NA,400,800,2,NA,NA,NA,NA,NA,33170,33574,NA,12.0481927710843,1,
New Zealand,Stats NZ,1942,1,NA,437,NA,4,NA,NA,NA,441,NA,34022,34465,NA,12.987012987013,1; 2,
New Zealand,Stats NZ,1943,0,NA,332,664,3,NA,NA,NA,NA,NA,29973,30311,NA,11.2359550561798,1,
New Zealand,Stats NZ,1943,1,NA,384,NA,6,NA,NA,NA,390,NA,30733,31128,NA,12.6582278481013,1; 2,
New Zealand,Stats NZ,1944,0,NA,430,860,7,NA,NA,NA,NA,NA,33155,33599,NA,13.1578947368421,1,
New Zealand,Stats NZ,1944,1,NA,473,NA,7,NA,NA,NA,480,NA,33911,34398,NA,14.0845070422535,1,
New Zealand,Stats NZ,1945,0,NA,463,NA,2,NA,NA,NA,NA,NA,36540,37007,NA,NA,1,
New Zealand,Stats NZ,1945,1,NA,511,NA,2,NA,NA,NA,513,NA,NA,37872,NA,NA,1,
New Zealand,Stats NZ,1946,0,NA,518,NA,7,NA,NA,NA,NA,NA,41338,41871,NA,NA,1; 2,
New Zealand,Stats NZ,1946,1,NA,574,NA,8,NA,NA,NA,582,NA,NA,42802,NA,NA,1,
New Zealand,Stats NZ,1947,0,NA,529,1058,4,NA,NA,NA,NA,NA,44279,44816,NA,12.0481927710843,1,
New Zealand,Stats NZ,1947,1,NA,578,NA,4,NA,NA,NA,582,NA,45141,45727,NA,12.8205128205128,1,
New Zealand,Stats NZ,1948,0,NA,522,NA,2,NA,NA,NA,NA,NA,43667,44193,NA,NA,1,
New Zealand,Stats NZ,1948,1,NA,559,NA,2,NA,NA,NA,561,NA,NA,45027,NA,NA,1,
New Zealand,Stats NZ,1949,0,NA,532,1064,3,NA,NA,NA,NA,NA,43450,43988,NA,12.3456790123457,1,
